Drug,CYP***,Action,Species,Database,DrugID,Gene,Reference,Strength
Diazepam (JP17/USP/INN), CYP2C19, substrate, Not Specified, KEGG, , , , 
Etizolam (JP17/INN), CYP2C19, substrate, Not Specified, KEGG, , , , 
Fluconazole (JP17/USAN/INN), CYP2C19, substrate, Not Specified, KEGG, , , , 
Flurazepam hydrochloride (JP17), CYP2C19, substrate, Not Specified, KEGG, , , , 
Fluvoxamine maleate (JP17/USAN), CYP2C19, substrate, Not Specified, KEGG, , , , 
Imipramine hydrochloride (JP17/USP), CYP2C19, substrate, Not Specified, KEGG, , , , 
Lansoprazole (JP17/USP/INN), CYP2C19, substrate, Not Specified, KEGG, , , , Sensitive
Omeprazole (JP17/USP/INN), CYP2C19, substrate, Not Specified, KEGG, , , , Sensitive
Phenobarbital (JP17/USP/INN), CYP2C19, substrate, Not Specified, KEGG, , , , 
Phenytoin (JP17/USP/INN), CYP2C19, substrate, Not Specified, KEGG, , , , 
Primidone (JP17/USP/INN), CYP2C19, substrate, Not Specified, KEGG, , , , 
Progesterone (JP17/USP/INN), CYP2C19, substrate, Not Specified, KEGG, , , , 
Propranolol hydrochloride (JP17/USP), CYP2C19, substrate, Not Specified, KEGG, , , , 
Rabeprazole sodium (JP17/USAN), CYP2C19, substrate, Not Specified, KEGG, , , , 
Sarpogrelate hydrochloride (JP17), CYP2C19, substrate, Not Specified, KEGG, , , , 
Terbinafine hydrochloride (JP17/USP), CYP2C19, substrate, Not Specified, KEGG, , , , 
Voriconazole (JP17/USAN/INN), CYP2C19, substrate, Not Specified, KEGG, , , , 
Ajmaline (JP17), CYP2D6, substrate, Not Specified, KEGG, , , , 
Alprenolol hydrochloride (JP17/USAN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Amiodarone hydrochloride (JP17/USAN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Amitriptyline hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Amoxapine (JP17/USP/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Atenolol (JP17/USP/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Carteolol hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Chlorpheniramine maleate (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Chlorpromazine hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Cilnidipine (JP17/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Cilostazol (JP17/USAN/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Cimetidine (JP17/USP/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Clomipramine hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Dihydrocodeine phosphate (JP17), CYP2D6, substrate, Not Specified, KEGG, , , , 
Diphenhydramine (JP17/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Diphenhydramine hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Diphenhydramine tannate (JP17), CYP2D6, substrate, Not Specified, KEGG, , , , 
Donepezil hydrochloride (JP17/USAN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Ethanol (JP17), CYP2D6, substrate, Not Specified, KEGG, , , , 
Flecainide acetate (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Fluvoxamine maleate (JP17/USAN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Haloperidol (JP17/USP/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Imipramine hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Levomepromazine maleate (JP17/USAN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Lidocaine (JP17/USP/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Maprotiline hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Mequitazine (JP17/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Metoclopramide (JP17/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Metoprolol tartrate (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , Sensitive
Mexiletine hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Nateglinide (JP17/USAN/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Nortriptyline hydrochloride (JP17/USP/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Oxycodone hydrochloride hydrate (JP17), CYP2D6, substrate, Not Specified, KEGG, , , , 
Paroxetine hydrochloride hydrate (JP17), CYP2D6, substrate, Not Specified, KEGG, , , , 
Perphenazine (JP17/USP/INN), CYP2D6, substrate, Not Specified, KEGG, , , , Sensitive
Perphenazine maleate (JP17), CYP2D6, substrate, Not Specified, KEGG, , , , Sensitive
Pimozide (JP17/USP/INN), CYP2D6, substrate, Not Specified, KEGG, , , , Narrow
Pindolol (JP17/USP/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Propafenone hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Promethazine hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Propranolol hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Risperidone (JP17/USAN/INN), CYP2D6, substrate, Not Specified, KEGG, , , , 
Sarpogrelate hydrochloride (JP17), CYP2D6, substrate, Not Specified, KEGG, , , , 
Tamoxifen citrate (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Thioridazine hydrochloride (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , Narrow
Timolol maleate (JP17/USP), CYP2D6, substrate, Not Specified, KEGG, , , , 
Nabumetone (JP17/USP/INN), CYP2J2, substrate, Not Specified, KEGG, , , , 
Alprazolam (JP17/USP/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Amitriptyline hydrochloride (JP17/USP), CYP3A4, substrate, Not Specified, KEGG, , , , 
Amiodarone hydrochloride (JP17/USAN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Amoxapine (JP17/USP/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Ampiroxicam (JP17/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Aprindine hydrochloride (JP17/USAN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Azelnidipine (JP17/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Benidipine hydrochloride (JP17), CYP3A4, substrate, Not Specified, KEGG, , , , 
Bromazepam (JP17/USAN/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Caffeine hydrate (JP17), CYP3A4, substrate, Not Specified, KEGG, , , , 
Candesartan cilexetil and anmlodipine besylate tablets (JP17), CYP3A4, substrate, Not Specified, KEGG, , , , 
Carbamazepine (JP17/USP/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Chloramphenicol (JP17/USP/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Chlorpheniramine maleate (JP17/USP), CYP3A4, substrate, Not Specified, KEGG, , , , 
Cilnidipine (JP17/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Cilostazol (JP17/USAN/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Cimetidine (JP17/USP/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Ciprofloxacin (JP17/USP/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Clarithromycin (JP17/USP/INN), CYP3A4, substrate, Not Specified, KEGG, , , , 
Clomipramine hydrochloride (JP17/USP), CYP3A4, substrate, Not Specified, KEGG, , , , 
Colchicine (JP17/USP), CYP3A4, substrate, Not Specified, KEGG, , , , 
Dexamethasone (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Diazepam (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Diltiazem hydrochloride (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Disopyramide (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Domperidone (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Donepezil hydrochloride (JP17/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Enoxacin hydrate (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Eplerenone (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Ergotamine tartrate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin ethylsuccinate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin lactobionate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin stearate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Ethylmorphine hydrochloride hydrate (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Estazolam (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Etoposide (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Estradiol benzoate (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Estradiol 17 beta-hemisuccinate, CYPD05987, substrate, Not Specified, KEGG, , , , 
Ethosuximide (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Etizolam (JP17/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Fentanyl citrate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Flecainide acetate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Fluconazole (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Fluvoxamine maleate (JP17/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Haloperidol (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Halothane (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Hydrocortisone (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Hydrocortisone acetate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Hydrocortisone sodium phosphate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Hydrocortisone sodium succinate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Hydrocortisone succinate (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Hydrocortisone butyrate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Hydroxyzine hydrochloride (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Hydroxyzine pamoate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Imipramine hydrochloride (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Itraconazole (JP17/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Josamycin (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Josamycin propionate (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Ketoconazole (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Lansoprazole (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Lidocaine (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Losartan potassium (JP17/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Manidipine hydrochloride (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Methylprednisolone (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Mexiletine hydrochloride (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Miconazole (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Miconazole nitrate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Nateglinide (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Montelukast sodium (JP17/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Mosapride citrate hydrate (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Norfloxacin (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Nicardipine hydrochloride (JP17/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Nifedipine (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Nilvadipine (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Nitrendipine (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Ofloxacin (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Omeprazole (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Oxycodone hydrochloride hydrate (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Acetaminophen (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Pimozide (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Piroxicam (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Pranlukast hydrate (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Pravastatin sodium (JP17/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Progesterone (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Propranolol hydrochloride (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Propafenone hydrochloride (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Propiverine hydrochloride (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Propranolol hydrochloride (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Quinine hydrochloride hydrate (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Quetiapine fumarate (JP17/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Rabeprazole sodium (JP17/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Risperidone (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Roxithromycin (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Sarpogrelate hydrochloride (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Sevoflurane (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Simvastatin (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Tamoxifen citrate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Terbinafine hydrochloride (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Testosterone enanthate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Testosterone propionate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Tofisopam (JP17/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Trimethadione (JP17/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Verapamil hydrochloride (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Vinblastine sulfate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Vincristine sulfate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Voriconazole (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Zolpidem tartrate (JP17/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Caffeine hydrate (JP17), CYP3A5, substrate, Not Specified, KEGG, , , , 
Chlorpheniramine maleate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Dexamethasone (JP17/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Diltiazem hydrochloride (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Domperidone (JP17/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Eplerenone (JP17/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin (JP17/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin lactobionate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin stearate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Fentanyl citrate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone (JP17/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone acetate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone sodium phosphate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone sodium succinate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone succinate (JP17), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone butyrate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Haloperidol (JP17/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydroxyzine hydrochloride (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydroxyzine pamoate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Nateglinide (JP17/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Nifedipine (JP17/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Nitrendipine (JP17/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Pimozide (JP17/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Propranolol hydrochloride (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Quetiapine fumarate (JP17/USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Quinine hydrochloride hydrate (JP17), CYP3A5, substrate, Not Specified, KEGG, , , , 
Testosterone enanthate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Testosterone propionate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Verapamil hydrochloride (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Zolpidem tartrate (JP17/USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Caffeine hydrate (JP17), CYP3A7, substrate, Not Specified, KEGG, , , , 
Chlorpheniramine maleate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone (JP17/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Domperidone (JP17/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Diltiazem hydrochloride (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Eplerenone (JP17/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin (JP17/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin ethylsuccinate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin lactobionate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin stearate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Fentanyl citrate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Haloperidol (JP17/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone (JP17/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone acetate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone sodium phosphate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone sodium succinate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone succinate (JP17), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone butyrate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Nateglinide (JP17/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Nitrendipine (JP17/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Pimozide (JP17/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Propranolol hydrochloride (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Quetiapine fumarate (JP17/USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Quinine hydrochloride hydrate (JP17), CYP3A7, substrate, Not Specified, KEGG, , , , 
Testosterone enanthate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Testosterone propionate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Verapamil hydrochloride (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Zolpidem tartrate (JP17/USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Alprazolam (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Amobarbital (JP17/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Azelnidipine (JP17/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Colchicine (JP17/USP), CYP3A, substrate, Not Specified, KEGG, , , , 
Digitoxin (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Eplerenone (JP17/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Ergotamine tartrate (JP17/USP), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Fentanyl citrate (JP17/USP), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Mefloquine hydrochloride (JP17/USP), CYP3A, substrate, Not Specified, KEGG, , , , 
Prednisolone (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Phenobarbital (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Phenytoin (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Pimozide (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Quetiapine fumarate (JP17/USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Simvastatin (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
"Synthetic conjugated estrogens B (USAN)""", CYPD05987, substrate, Not Specified, KEGG, , , , 
Cortisone (INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Cyclophosphamide (INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Cyclophosphamide (USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dabrafenib mesylate (USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Darunavir (USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Darunavir ethanolate (JAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Delavirdine (INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Delavirdine mesylate (USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone sodium phosphate (JAN/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone metasulfobenzoate sodium (JAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone palmitate (JAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone dipropionate (USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone valerate (JAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone acetate (JAN/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone acefurate (USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone beloxil (USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone cipecilate (JAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone 21-acetate, CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone isonicotinate, CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone sodium hemisulfate, CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone 21-tebutate, CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone 21-valerate, CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone phenylpropionate, CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexamethasone phosphate, CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexchlorpheniramine (INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexchlorpheniramine maleate (USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexlansoprazole (INN/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dexpropranolol hydrochloride (USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dextromethorphan (USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dextromethorphan hydrobromide (USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dextromethorphan polistirex (USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dapsone (USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Diazepam (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dienogest (JAN/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Diltiazem (INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Diltiazem hydrochloride (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Diltiazem malate (USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Disopyramide (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Disopyramide phosphate (JAN/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Docetaxel (JAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Docetaxel (USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Domperidone (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Domperidone maleate, CYPD05987, substrate, Not Specified, KEGG, , , , 
Donepezil (INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Donepezil hydrochloride (JP17/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dronabinol (USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Dutasteride (JAN/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Efavirenz (JAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Enoxacin (USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Enoxacin hydrate (JP17), CYPD05987, substrate, Not Specified, KEGG, , , , 
Eplerenone (JP17/USAN/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Ergometrine (INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Ergonovine maleate (USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Ergotamine (INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Ergotamine tartrate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erlotinib (INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erlotinib hydrochloride (JAN/USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin (JP17/USP/INN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin estolate (USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin ethylsuccinate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin lactobionate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin stearate (JP17/USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin acistrate (USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin gluceptate (USP), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin propionate (USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin salnacedin (USAN), CYPD05987, substrate, Not Specified, KEGG, , , , 
Erythromycin thiocyanate, CYPD05987, substrate, Not Specified, KEGG, , , , 
